,Timestamp,Country,Sentiment
150,2014-02-08 17:50:02,France,0
151,2014-02-20 19:35:24,Japan,2
152,2014-02-15 18:07:01,Poland,2
153,2014-02-19 18:38:41,Singapore,1
154,2014-02-08 21:12:53,Vietnam,2
155,2014-02-17 23:14:45,Ukraine,2
156,2014-02-21 15:10:33,Brazil,1
157,2014-02-09 00:06:36,Sweden,1
158,2014-02-20 13:49:27,Ireland,2
159,2014-02-07 19:01:49,Czech Republic,0
160,2014-02-09 17:37:55,United States,0
161,2014-02-22 13:55:43,United States,0
162,2014-02-13 02:44:59,Russia,2
163,2014-02-13 16:04:05,Russia,2
164,2014-02-22 14:30:45,China,1
165,2014-02-15 05:59:49,Portugal,1
166,2014-02-21 22:40:24,Jordan,0
167,2014-02-20 04:31:03,Mexico,1
168,2014-02-19 17:07:57,Canada,2
169,2014-02-18 18:45:16,Argentina,1
170,2014-02-12 21:40:14,France,1
171,2014-02-08 08:43:35,Japan,2
172,2014-02-10 04:24:50,Poland,0
173,2014-02-15 23:27:55,Singapore,0
174,2014-02-16 13:09:43,Vietnam,0
175,2014-02-09 19:25:26,Ukraine,1
176,2014-02-22 14:51:14,Brazil,2
177,2014-02-18 09:31:01,Sweden,0
178,2014-02-17 05:37:04,Ireland,2
179,2014-02-16 04:33:02,Czech Republic,0
180,2014-02-08 05:56:28,United States,2
181,2014-02-11 22:16:56,United States,1
182,2014-02-21 21:45:51,Russia,0
183,2014-02-16 01:36:48,Russia,0
184,2014-02-07 00:50:23,China,1
185,2014-02-10 15:00:43,Portugal,0
186,2014-02-08 07:47:34,Jordan,1
187,2014-02-10 09:50:45,Mexico,0
188,2014-02-21 05:20:57,Canada,2
189,2014-02-15 14:02:08,Argentina,2
190,2014-02-08 08:53:59,France,0
191,2014-02-12 00:49:07,Japan,0
192,2014-02-13 06:49:36,Poland,2
193,2014-02-17 00:26:10,Singapore,2
194,2014-02-08 09:30:11,Vietnam,0
195,2014-02-11 21:25:26,Ukraine,2
196,2014-02-10 07:12:41,Brazil,0
197,2014-02-09 07:56:38,Sweden,1
198,2014-02-15 21:40:43,Ireland,2
199,2014-02-17 00:05:16,Czech Republic,0
200,2014-02-11 05:23:12,United States,1
201,2014-02-10 11:31:14,United States,1
202,2014-02-11 12:51:32,Russia,0
203,2014-02-19 10:57:51,Russia,2
204,2014-02-14 19:36:52,China,0
205,2014-02-20 17:33:45,Portugal,0
206,2014-02-15 10:50:50,Jordan,0
207,2014-02-08 06:04:53,Mexico,0
208,2014-02-18 17:27:43,Canada,0
209,2014-02-18 18:56:54,Argentina,1
210,2014-02-16 23:01:11,France,2
211,2014-02-10 22:08:46,Japan,1
212,2014-02-07 19:17:48,Poland,0
213,2014-02-16 06:01:58,Singapore,1
214,2014-02-17 19:36:18,Vietnam,1
215,2014-02-17 05:11:13,Ukraine,0
216,2014-02-21 01:43:00,Brazil,0
217,2014-02-22 19:32:40,Sweden,1
218,2014-02-10 10:56:36,Ireland,0
219,2014-02-20 08:40:08,Czech Republic,0
220,2014-02-08 22:31:17,United States,0
221,2014-02-12 03:56:22,United States,0
222,2014-02-12 18:18:58,Russia,2
223,2014-02-12 23:48:22,Russia,2
224,2014-02-07 03:53:05,China,0
225,2014-02-13 08:34:49,Portugal,0
226,2014-02-09 22:50:18,Jordan,0
227,2014-02-16 23:09:35,Mexico,2
228,2014-02-11 06:05:56,Canada,1
229,2014-02-10 00:13:44,Argentina,0
230,2014-02-19 18:04:48,France,2
231,2014-02-08 11:01:45,Japan,2
232,2014-02-07 16:06:04,Poland,0
233,2014-02-08 06:00:24,Singapore,1
234,2014-02-12 02:34:24,Vietnam,1
235,2014-02-14 14:39:08,Ukraine,2
236,2014-02-08 10:11:22,Brazil,0
237,2014-02-19 16:29:46,Sweden,0
238,2014-02-14 15:35:45,Ireland,0
239,2014-02-09 14:26:27,Czech Republic,1
240,2014-02-18 02:54:17,United States,2
241,2014-02-15 14:20:04,United States,1
242,2014-02-15 23:35:55,Russia,1
243,2014-02-13 08:48:38,Russia,1
244,2014-02-21 01:49:28,China,2
245,2014-02-22 20:13:02,Portugal,2
246,2014-02-12 19:49:18,Jordan,1
247,2014-02-18 10:03:10,Mexico,1
248,2014-02-15 16:20:11,Canada,2
249,2014-02-12 01:01:53,Argentina,1
250,2014-02-07 15:39:20,France,1
251,2014-02-22 21:37:36,Japan,1
252,2014-02-20 18:19:03,Poland,1
253,2014-02-14 06:06:02,Singapore,0
254,2014-02-12 10:06:07,Vietnam,1
255,2014-02-16 15:38:47,Ukraine,2
256,2014-02-13 18:57:52,Brazil,1
257,2014-02-07 08:29:39,Sweden,1
258,2014-02-10 07:44:29,Ireland,1
259,2014-02-09 00:06:28,Czech Republic,0
260,2014-02-13 10:26:59,United States,1
261,2014-02-16 14:27:11,United States,2
262,2014-02-20 01:35:38,Russia,0
263,2014-02-14 21:49:40,Russia,2
264,2014-02-08 19:30:55,China,0
265,2014-02-10 07:28:42,Portugal,1
266,2014-02-13 05:36:11,Jordan,0
267,2014-02-20 20:32:14,Mexico,2
268,2014-02-12 14:20:15,Canada,2
269,2014-02-10 06:35:39,Argentina,1
270,2014-02-19 01:18:26,France,0
271,2014-02-18 22:51:36,Japan,2
272,2014-02-09 13:37:33,Poland,0
273,2014-02-15 14:57:25,Singapore,0
274,2014-02-11 03:50:32,Vietnam,1
275,2014-02-07 02:38:23,Ukraine,1
276,2014-02-14 05:36:37,Brazil,2
277,2014-02-17 06:49:47,Sweden,1
278,2014-02-10 12:04:17,Ireland,0
279,2014-02-11 02:02:02,Czech Republic,1
280,2014-02-18 10:40:26,United States,2
281,2014-02-09 12:01:52,United States,2
282,2014-02-16 15:05:47,Russia,2
283,2014-02-20 10:59:01,Russia,0
284,2014-02-11 03:26:42,China,0
285,2014-02-13 00:24:56,Portugal,1
286,2014-02-15 10:55:39,Jordan,2
287,2014-02-18 18:38:38,Mexico,1
288,2014-02-20 08:57:59,Canada,1
289,2014-02-13 11:57:29,Argentina,0
290,2014-02-21 23:51:09,France,1
291,2014-02-21 11:05:16,Japan,0
292,2014-02-12 00:31:35,Poland,0
293,2014-02-18 00:02:37,Singapore,0
294,2014-02-11 14:11:46,Vietnam,2
295,2014-02-08 21:55:17,Ukraine,1
296,2014-02-10 10:23:20,Brazil,1
297,2014-02-17 16:57:00,Sweden,0
298,2014-02-16 07:58:04,Ireland,1
299,2014-02-12 00:07:40,Czech Republic,1
300,2014-02-14 11:03:12,United States,1
301,2014-02-10 13:23:07,United States,1
302,2014-02-18 11:07:41,Russia,2
303,2014-02-08 21:43:19,Russia,1
304,2014-02-09 03:07:34,China,0
305,2014-02-18 15:57:12,Portugal,1
306,2014-02-08 02:39:07,Jordan,0
307,2014-02-19 23:32:53,Mexico,1
308,2014-02-13 11:17:12,Canada,0
309,2014-02-10 19:52:15,Argentina,0
310,2014-02-22 10:50:06,France,1
311,2014-02-07 23:06:52,Japan,1
312,2014-02-21 13:10:29,Poland,2
313,2014-02-12 05:08:49,Singapore,1
314,2014-02-07 11:21:38,Vietnam,1
315,2014-02-18 23:08:33,Ukraine,1
316,2014-02-13 23:35:12,Brazil,0
317,2014-02-10 14:36:32,Sweden,0
318,2014-02-18 17:50:00,Ireland,1
319,2014-02-21 22:05:05,Czech Republic,0
320,2014-02-20 01:02:55,United States,1
321,2014-02-18 07:14:30,United States,2
322,2014-02-19 18:38:04,Russia,1
323,2014-02-16 04:03:25,Russia,2
324,2014-02-20 14:30:18,China,0
325,2014-02-07 14:56:18,Portugal,2
326,2014-02-11 18:50:23,Jordan,1
327,2014-02-10 02:51:13,Mexico,1
328,2014-02-20 01:15:13,Canada,2
329,2014-02-11 02:44:41,Argentina,0
330,2014-02-13 02:44:03,France,1
331,2014-02-14 08:17:28,Japan,1
332,2014-02-12 21:17:25,Poland,2
333,2014-02-14 01:46:15,Singapore,1
334,2014-02-17 04:21:55,Vietnam,1
335,2014-02-18 23:57:40,Ukraine,2
336,2014-02-13 21:28:23,Brazil,0
337,2014-02-07 20:07:15,Sweden,1
338,2014-02-17 00:01:52,Ireland,0
339,2014-02-19 15:04:48,Czech Republic,1
340,2014-02-09 16:35:47,United States,2
341,2014-02-12 23:35:23,United States,0
342,2014-02-14 16:32:24,Russia,2
343,2014-02-08 00:10:54,Russia,2
344,2014-02-18 11:56:07,China,0
345,2014-02-08 22:45:32,Portugal,2
346,2014-02-19 20:42:41,Jordan,1
347,2014-02-12 23:42:22,Mexico,0
348,2014-02-16 00:08:53,Canada,2
349,2014-02-09 23:39:58,Argentina,1
350,2014-02-14 06:50:03,France,2
351,2014-02-21 05:48:21,Japan,0
352,2014-02-07 17:58:29,Poland,1
353,2014-02-14 14:16:57,Singapore,0
354,2014-02-12 10:21:31,Vietnam,2
355,2014-02-12 07:50:43,Ukraine,2
356,2014-02-20 11:49:32,Brazil,2
357,2014-02-08 18:02:13,Sweden,2
358,2014-02-22 05:08:15,Ireland,0
359,2014-02-14 08:31:00,Czech Republic,1
360,2014-02-22 17:40:59,United States,2
361,2014-02-22 14:04:56,United States,0
362,2014-02-07 08:50:59,Russia,0
363,2014-02-21 21:57:48,Russia,0
364,2014-02-07 17:01:33,China,0
365,2014-02-07 02:33:37,Portugal,1
366,2014-02-22 09:37:54,Jordan,0
367,2014-02-16 19:18:55,Mexico,1
368,2014-02-08 00:10:17,Canada,0
369,2014-02-10 10:47:50,Argentina,0
370,2014-02-12 15:27:08,France,1
371,2014-02-17 08:49:37,Japan,2
372,2014-02-17 06:39:57,Poland,0
373,2014-02-11 01:26:07,Singapore,2
374,2014-02-15 18:59:40,Vietnam,0
375,2014-02-12 07:49:12,Ukraine,0
376,2014-02-21 10:25:20,Brazil,1
377,2014-02-18 15:21:30,Sweden,1
378,2014-02-10 19:50:06,Ireland,0
379,2014-02-18 01:44:55,Czech Republic,1
380,2014-02-20 06:12:45,United States,0
381,2014-02-09 07:13:09,United States,2
382,2014-02-11 18:00:08,Russia,1
383,2014-02-19 04:51:43,Russia,2
384,2014-02-21 06:10:39,China,2
385,2014-02-15 07:01:07,Portugal,2
386,2014-02-14 13:09:19,Jordan,1
387,2014-02-19 23:10:55,Mexico,1
388,2014-02-12 19:22:04,Canada,0
389,2014-02-11 20:25:26,Argentina,2
390,2014-02-08 11:31:20,France,0
391,2014-02-09 23:31:05,Japan,2
392,2014-02-17 12:12:06,Poland,1
393,2014-02-12 22:06:43,Singapore,0
394,2014-02-11 08:12:40,Vietnam,2
395,2014-02-19 11:53:22,Ukraine,0
396,2014-02-17 10:42:46,Brazil,1
397,2014-02-08 13:17:40,Sweden,1
398,2014-02-17 12:37:51,Ireland,2
399,2014-02-22 06:18:52,Czech Republic,1
400,2014-02-13 16:50:08,United States,1
401,2014-02-07 22:17:32,United States,0
402,2014-02-13 00:26:19,Russia,1
403,2014-02-08 12:50:42,Russia,1
404,2014-02-15 09:51:01,China,2
405,2014-02-17 23:57:43,Portugal,0
406,2014-02-08 08:41:35,Jordan,2
407,2014-02-19 00:25:26,Mexico,1
408,2014-02-11 08:02:55,Canada,0
409,2014-02-22 07:24:21,Argentina,1
410,2014-02-11 04:38:11,France,1
411,2014-02-21 04:34:13,Japan,0
412,2014-02-22 23:17:50,Poland,1
413,2014-02-13 20:21:02,Singapore,0
414,2014-02-11 13:25:52,Vietnam,2
415,2014-02-14 03:13:22,Ukraine,0
416,2014-02-08 19:12:14,Brazil,1
417,2014-02-14 04:04:21,Sweden,1
418,2014-02-16 09:42:57,Ireland,2
419,2014-02-20 22:50:01,Czech Republic,0
420,2014-02-09 20:07:54,United States,0
421,2014-02-09 10:40:03,United States,0
422,2014-02-18 03:41:27,Russia,0
423,2014-02-21 16:45:07,Russia,2
424,2014-02-10 15:41:12,China,2
425,2014-02-14 17:55:24,Portugal,0
426,2014-02-21 07:50:35,Jordan,2
427,2014-02-11 22:24:25,Mexico,1
428,2014-02-15 04:09:47,Canada,0
429,2014-02-10 10:14:45,Argentina,2
430,2014-02-13 22:54:19,France,1
431,2014-02-13 02:07:00,Japan,1
432,2014-02-18 22:36:24,Poland,2
433,2014-02-10 17:20:05,Singapore,1
434,2014-02-16 09:13:08,Vietnam,1
435,2014-02-07 08:39:56,Ukraine,1
436,2014-02-20 18:55:45,Brazil,1
437,2014-02-20 20:45:41,Sweden,1
438,2014-02-22 06:13:42,Ireland,1
439,2014-02-18 22:49:50,Czech Republic,1
440,2014-02-16 18:17:27,United States,1
441,2014-02-07 17:18:15,United States,2
442,2014-02-14 03:08:17,Russia,1
443,2014-02-18 22:23:10,Russia,0
444,2014-02-20 18:16:45,China,0
445,2014-02-14 00:43:04,Portugal,0
446,2014-02-09 23:32:26,Jordan,2
447,2014-02-11 05:07:31,Mexico,0
448,2014-02-08 23:41:05,Canada,1
449,2014-02-21 08:46:00,Argentina,1
450,2014-02-22 10:07:35,France,2
451,2014-02-19 20:05:23,Japan,1
452,2014-02-09 19:17:29,Poland,0
453,2014-02-13 02:29:10,Singapore,0
454,2014-02-16 13:13:16,Vietnam,0
455,2014-02-13 09:36:55,Ukraine,0
456,2014-02-22 16:49:32,Brazil,2
457,2014-02-22 15:01:19,Sweden,2
458,2014-02-16 19:58:05,Ireland,1
459,2014-02-10 04:42:58,Czech Republic,0
460,2014-02-19 18:23:05,United States,2
461,2014-02-21 23:33:17,United States,1
462,2014-02-14 10:47:16,Russia,1
463,2014-02-15 14:18:06,Russia,0
464,2014-02-16 06:06:38,China,0
465,2014-02-20 05:40:09,Portugal,1
466,2014-02-16 09:39:10,Jordan,0
467,2014-02-09 07:28:36,Mexico,1
468,2014-02-22 21:03:41,Canada,2
469,2014-02-11 00:09:06,Argentina,2
470,2014-02-08 08:19:36,France,0
471,2014-02-13 16:23:04,Japan,2
472,2014-02-21 03:25:57,Poland,2
473,2014-02-09 00:14:33,Singapore,0
474,2014-02-15 04:05:46,Vietnam,0
475,2014-02-12 20:57:16,Ukraine,0
476,2014-02-21 00:25:07,Brazil,0
477,2014-02-09 13:47:24,Sweden,2
478,2014-02-17 14:07:25,Ireland,0
479,2014-02-18 17:28:06,Czech Republic,1
480,2014-02-21 08:47:18,United States,1
481,2014-02-18 08:22:22,United States,1
482,2014-02-14 12:26:14,Russia,0
483,2014-02-17 15:47:08,Russia,2
484,2014-02-16 11:59:30,China,2
485,2014-02-20 21:00:25,Portugal,0
486,2014-02-21 03:53:30,Jordan,0
487,2014-02-22 08:15:03,Mexico,1
488,2014-02-21 23:57:03,Canada,2
489,2014-02-11 17:02:01,Argentina,1
490,2014-02-10 19:52:44,France,0
491,2014-02-17 23:08:57,Japan,2
492,2014-02-10 14:35:44,Poland,2
493,2014-02-10 08:44:13,Singapore,1
494,2014-02-14 18:09:39,Vietnam,0
495,2014-02-22 14:09:07,Ukraine,2
496,2014-02-18 21:54:25,Brazil,2
497,2014-02-21 05:15:10,Sweden,1
498,2014-02-07 18:45:11,Ireland,2
499,2014-02-19 01:44:04,Czech Republic,2
500,2014-02-14 10:38:45,United States,1
501,2014-02-15 12:40:11,United States,1
502,2014-02-15 19:32:42,Russia,0
503,2014-02-16 22:55:05,Russia,1
504,2014-02-20 03:49:05,China,0
505,2014-02-17 07:51:39,Portugal,1
506,2014-02-13 05:51:26,Jordan,0
507,2014-02-10 07:15:53,Mexico,2
508,2014-02-18 12:38:55,Canada,0
509,2014-02-18 12:51:44,Argentina,1
510,2014-02-16 05:20:35,France,1
511,2014-02-15 12:22:44,Japan,2
512,2014-02-14 07:55:50,Poland,1
513,2014-02-10 11:59:21,Singapore,0
514,2014-02-18 16:48:25,Vietnam,2
515,2014-02-10 19:06:34,Ukraine,1
516,2014-02-17 23:39:38,Brazil,0
517,2014-02-15 19:30:23,Sweden,0
518,2014-02-17 18:11:28,Ireland,1
519,2014-02-13 06:37:07,Czech Republic,1
520,2014-02-17 16:16:06,United States,1
521,2014-02-09 22:50:36,United States,2
522,2014-02-19 10:44:40,Russia,1
523,2014-02-08 20:20:18,Russia,2
524,2014-02-10 18:52:45,China,1
525,2014-02-18 04:42:53,Portugal,2
526,2014-02-19 05:37:13,Jordan,1
527,2014-02-18 17:09:52,Mexico,0
528,2014-02-11 00:12:41,Canada,2
529,2014-02-08 06:22:55,Argentina,1
530,2014-02-17 02:11:23,France,2
531,2014-02-16 03:41:22,Japan,0
532,2014-02-07 19:45:24,Poland,1
533,2014-02-10 09:31:38,Singapore,0
534,2014-02-15 04:55:44,Vietnam,0
535,2014-02-21 13:32:29,Ukraine,2
536,2014-02-21 04:37:12,Brazil,2
537,2014-02-17 00:08:52,Sweden,2
538,2014-02-12 23:54:18,Ireland,2
539,2014-02-13 11:01:29,Czech Republic,0
540,2014-02-19 07:26:00,United States,0
541,2014-02-11 08:08:43,United States,1
542,2014-02-08 07:02:52,Russia,0
543,2014-02-10 04:47:29,Russia,0
544,2014-02-15 19:24:56,China,0
545,2014-02-08 18:07:23,Portugal,0
546,2014-02-12 08:46:55,Jordan,1
547,2014-02-18 10:02:20,Mexico,1
548,2014-02-10 10:22:47,Canada,1
549,2014-02-15 04:42:13,Argentina,2
550,2014-03-22 08:20:25,United States,0
551,2014-03-21 00:36:14,United States,2
552,2014-03-27 15:46:15,Russia,2
553,2014-03-17 20:59:34,Russia,2
554,2014-03-05 09:37:07,China,1
555,2014-03-09 14:44:01,Portugal,0
556,2014-02-27 03:10:26,Jordan,2
557,2014-03-18 21:10:08,Mexico,1
558,2014-03-05 02:18:00,Canada,0
559,2014-03-14 01:36:12,Argentina,2
560,2014-03-23 18:50:25,France,0
561,2014-02-28 10:57:55,Japan,1
562,2014-03-10 03:20:30,Poland,0
563,2014-03-10 20:40:14,Singapore,2
564,2014-03-29 11:51:26,Vietnam,2
565,2014-03-06 07:49:33,Ukraine,1
566,2014-02-27 21:47:32,Brazil,0
567,2014-03-19 18:44:48,Sweden,2
568,2014-02-28 05:45:26,Ireland,0
569,2014-03-04 21:09:33,Czech Republic,2
570,2014-03-22 00:29:42,United States,2
571,2014-03-13 04:42:34,United States,0
572,2014-03-26 05:46:46,Russia,0
573,2014-03-11 02:45:04,Russia,1
574,2014-03-02 05:27:36,China,1
575,2014-03-27 10:17:52,Portugal,0
576,2014-03-08 13:58:39,Jordan,1
577,2014-03-17 13:46:23,Mexico,0
578,2014-03-07 11:56:48,Canada,1
579,2014-03-03 22:48:54,Argentina,0
580,2014-03-06 18:16:52,France,2
581,2014-03-29 16:36:08,Japan,2
582,2014-03-27 08:26:41,Poland,0
583,2014-03-29 09:54:00,Singapore,2
584,2014-03-17 04:21:37,Vietnam,1
585,2014-02-26 11:12:18,Ukraine,1
586,2014-03-01 13:23:35,Brazil,1
587,2014-03-17 08:50:41,Sweden,0
588,2014-03-01 21:53:43,Ireland,1
589,2014-02-25 09:24:54,Czech Republic,2
590,2014-03-25 20:37:47,United States,2
591,2014-03-28 08:55:19,United States,2
592,2014-03-18 08:14:40,Russia,0
593,2014-03-07 08:50:14,Russia,0
594,2014-03-28 05:28:07,China,1
595,2014-02-24 23:37:04,Portugal,0
596,2014-03-09 13:00:11,Jordan,0
597,2014-03-04 08:49:36,Mexico,2
598,2014-03-06 13:27:46,Canada,0
599,2014-03-05 07:52:18,Argentina,1
600,2014-03-15 23:09:07,France,2
601,2014-03-25 23:01:12,Japan,1
602,2014-03-01 11:53:47,Poland,0
603,2014-03-22 12:03:10,Singapore,1
604,2014-03-21 18:41:36,Vietnam,1
605,2014-03-23 19:14:53,Ukraine,0
606,2014-03-16 19:41:03,Brazil,2
607,2014-03-10 07:37:46,Sweden,2
608,2014-03-23 23:18:00,Ireland,1
609,2014-03-06 09:04:56,Czech Republic,1
610,2014-03-24 13:10:40,United States,2
611,2014-03-13 00:27:47,United States,1
612,2014-03-20 00:05:32,Russia,0
613,2014-03-19 01:22:01,Russia,2
614,2014-02-28 21:56:37,China,0
615,2014-02-28 03:52:06,Portugal,2
616,2014-03-18 17:46:08,Jordan,0
617,2014-03-27 19:10:41,Mexico,0
618,2014-03-11 13:00:24,Canada,0
619,2014-03-12 07:06:47,Argentina,2
620,2014-03-18 23:28:44,France,2
621,2014-03-28 03:46:15,Japan,2
622,2014-03-13 17:15:31,Poland,0
623,2014-03-14 10:56:02,Singapore,2
624,2014-03-03 20:38:22,Vietnam,2
625,2014-03-17 10:18:54,Ukraine,0
626,2014-03-17 22:18:36,Brazil,0
627,2014-03-25 07:01:04,Sweden,0
628,2014-02-24 16:29:23,Ireland,1
629,2014-03-12 01:12:55,Czech Republic,1
630,2014-02-27 11:52:25,United States,1
631,2014-02-27 17:23:28,United States,2
632,2014-03-30 03:11:29,Russia,2
633,2014-03-10 14:04:58,Russia,1
634,2014-02-24 07:35:15,China,2
635,2014-03-07 00:38:31,Portugal,1
636,2014-02-28 09:30:03,Jordan,2
637,2014-03-06 14:54:07,Mexico,2
638,2014-03-16 22:40:42,Canada,2
639,2014-03-05 02:56:58,Argentina,0
640,2014-03-07 11:50:18,France,2
641,2014-03-17 19:50:46,Japan,0
642,2014-03-20 11:45:48,Poland,2
643,2014-03-03 23:50:40,Singapore,1
644,2014-03-01 02:51:35,Vietnam,0
645,2014-03-29 16:54:39,Ukraine,2
646,2014-02-28 12:28:06,Brazil,0
647,2014-03-22 09:24:27,Sweden,0
648,2014-03-08 08:29:03,Ireland,2
649,2014-03-21 19:58:47,Czech Republic,1
650,2014-03-02 03:52:47,United States,1
